RESOLVE,Conf,Type,SFR,mu-delta,NNdist-kd,NNdist-proj,F16,21cm,Simbad,NED,ra,dec
rf0331,3,2,0.13529848,7.4112196,0.99887686,0.26413,1,2,Simbad,NED,37.3913,0.3736
rf0674,,,0.03313429,7.83802938,1.0349795,0.42192999,1,0,Simbad,NED,37.3951,-0.3125
rf0332,0,0,0.04563846,8.84917164,0.47070716,0.38194001,1,1,Simbad,NED,37.4137,0.1234
rf0675,,,0.00492564,8.41699123,1.20261409,0.34222999,1,1,Simbad,NED,37.4439,1.1108
rf0333,0,0,0.04778644,8.34112453,0.14810983,0.14940999,0,2,Simbad,NED,37.4564,0.8132
rf0334,0,0,0.06021897,9.91961861,0.62583942,0.27035001,1,2,Simbad,NED,37.4851,1.1792
rf0676,,,0.00323073,8.0706234,0.21439718,0.20455,1,1,Simbad,NED,37.5826,0.9131
rf0677,,,0.00594207,9.00688362,0.93542804,0.28953999,1,2,Simbad,NED,37.6198,1.0878
rf0678,,,0.00363537,7.75789595,0.21439718,0.21436,1,1,Simbad,NED,37.625,0.7904
rf0679,,,0.04472433,7.5404563,0.48721775,0.29328001,1,1,Simbad,NED,37.6254,0.3801
rf0680,,,0.02155453,7.81335497,0.48721775,0.32791001,1,1,Simbad,NED,37.6992,0.6042
rf0335,0,0,0.14326306,7.73262215,0.58866795,0.35510999,1,1,Simbad,NED,37.7052,-1.0152
rf0681,,,0.00420416,7.94585848,0.24790945,0.24192999,1,1,Simbad,NED,37.723,0.9666
rf0682,,,0.00238179,8.22936535,0.06640934,0.13671,1,1,Simbad,NED,37.7738,1.2163
rf0683,,,0.03878218,8.09039211,0.86080422,0.23371001,1,1,Simbad,NED,37.8042,0.3671
rf0336,4,1,0.11153755,8.49173927,0.0701269,0.084231,1,2,Simbad,NED,37.8053,1.2449
rf0684,0,0,0.0609104,8.57396889,0.06640934,0.090056,1,2,Simbad,NED,37.8073,1.194
rf0685,,,0.01758763,8.0212431,1.0349795,0.41887,1,1,Simbad,NED,37.8347,0.0638
rf0337,0,0,0.00841824,8.48937702,0.08855332,0.086675,1,2,Simbad,NED,37.8588,1.2474
rf0338,3,1,0.08047133,7.57452106,0.17661552,0.16865,0,1,Simbad,NED,37.8902,0.7566
rf0339,0,0,0.46534064,9.00594807,0.57513984,0.46136001,1,2,Simbad,NED,37.9072,-0.1398
rf0340,0,0,0.10686111,8.47617245,0.13334108,0.13925,1,1,Simbad,NED,37.9269,1.1969
rf0341,0,0,0.74185008,9.12602901,0.11231736,0.10685,1,2,Simbad,NED,37.93,0.9045
rf0342,2,1,0.589127,7.77039862,0.86080422,0.2316,1,2,Simbad,NED,37.9308,0.2935
rf0343,0,0,0.14080384,9.44127464,0.1503008,0.15159,1,2,Simbad,NED,37.9356,-0.9452
rf0686,1,1,0.00756752,7.86300468,2.59803465,0.12594,1,1,Simbad,NED,37.9576,1.2481
rf0345,0,0,0.01085393,8.87605953,0.15715331,0.16485,1,2,Simbad,NED,37.9767,1.1157
rf0346,0,0,0.42889929,8.94663811,0.07953454,0.07989,1,2,Simbad,NED,37.9907,1.2465
rf0347,,,0.01195416,8.16578007,0.17661552,0.17496,1,2,Simbad,NED,37.9976,0.748
rf0348,0,0,0.97248137,8.48189354,0.0793237,0.078976,1,2,Simbad,NED,37.9982,0.91
rf0349,0,0,0.00487567,9.2258358,0.07057741,0.072205,1,2,Simbad,NED,38.0223,1.21
rf0350,0,0,0.02721399,10.29824829,0.07057741,0.067759,1,2,Simbad,NED,38.0429,1.2474
rf0687,,,0.04089068,7.49929476,0.05667152,0.058256,1,1,Simbad,NED,38.0465,0.9136
rf0688,,,0.06270523,7.7715354,0.07044575,0.070021,1,2,Simbad,NED,38.0768,0.9926
rf0689,,,0.04317825,7.8194828,0.05667152,0.058544,1,1,Simbad,NED,38.0784,0.9003
rf0351,0,0,0.0631251,8.82435226,0.1618427,0.15956999,1,2,Simbad,NED,38.0812,0.6718
rf0352,,,0.00806241,9.64778328,0.12600914,0.12405,1,2,Simbad,NED,38.0901,1.175
rf0353,,,0.08191799,8.36372375,0.07044575,0.06906,0,1,Simbad,NED,38.104,0.9642
rf0690,,,0.07604251,7.81430674,0.15452952,0.15304001,1,1,Simbad,NED,38.1082,0.3402
rf0691,,,0.02451089,7.71444082,0.06879767,0.071523,1,1,Simbad,NED,38.1189,0.8895
rf0692,,,0.06245225,8.05075455,0.18343417,0.17666,1,1,Simbad,NED,38.1222,0.776
rf0354,0,0,0.06191017,8.55166817,0.07722235,0.077092,1,2,Simbad,NED,38.1251,0.2337
rf0693,3,1,0.06191479,7.07761288,0.27337602,0.28204,0,2,Simbad,NED,38.1325,0.0579
rf0355,3,2,0.04478044,9.58951283,0.01183505,0.01257,1,2,Simbad,NED,38.1463,1.0942
rf0356,,,0.01107731,8.26935673,0.04223839,0.042594,1,2,Simbad,NED,38.1525,0.9764
rf0357,4,1,0.07260863,6.78517628,0.01183505,0.012252,0,2,Simbad,NED,38.1534,1.0936
rf0358,4,2,0.78976995,8.80343056,0.03876444,0.038755,0,2,Simbad,NED,38.1591,0.5945
rf0359,0,0,1.0126946,8.80440807,0.03876444,0.036399,0,2,Simbad,NED,38.1637,0.6176
rf0360,0,0,0.08896269,7.39560223,1.42511768,1.27540004,1,1,Simbad,NED,38.1652,-0.7016
rf0361,0,0,0.14834335,9.25534344,0.07722235,0.076845,1,2,Simbad,NED,38.1673,0.2601
rf0362,0,0,0.04576018,9.94537449,0.04223839,0.044106,1,2,Simbad,NED,38.1773,0.9706
rf0363,3,2,1.40065885,8.93950844,0.03364826,0.062464,1,2,Simbad,NED,38.1978,0.678
rf0364,0,0,0.36777231,8.17851925,0.02729296,0.027725,1,2,Simbad,NED,38.2042,1.1639
rf0366,0,0,0.12597746,8.35317802,0.57513984,0.56796002,1,2,Simbad,NED,38.209,-0.3531
rf0365,0,0,0.01314954,9.15173531,0.03364826,0.051892,1,2,Simbad,NED,38.2093,0.661
rf0367,0,0,0.0406879,8.49564648,0.02729296,0.026729,1,1,Simbad,NED,38.2117,1.1492
rf0368,1,1,0.09135034,8.1691227,0.03745779,0.035586,1,1,Simbad,NED,38.2328,0.6833
rf0369,0,0,0.00838265,8.72464371,0.12027267,0.1163,1,2,Simbad,NED,38.2332,1.2308
rf0694,,,0.00783064,8.61480045,0.05589882,0.060409,1,1,Simbad,NED,38.2453,1.1533
rf0370,0,0,0.0204816,8.47551155,0.04572559,0.046035,1,1,Simbad,NED,38.2475,0.4467
rf0371,0,0,0.02770505,9.76312447,0.02245402,0.025287,1,2,Simbad,NED,38.2537,0.6742
rf0372,2,1,0.40107566,9.7593317,0.04572559,0.045281,1,2,Simbad,NED,38.2551,0.4208
rf0695,0,0,0.05874812,7.91933012,0.0193565,0.019748,1,1,Simbad,NED,38.2645,0.6826
rf0696,,,0.10851855,8.13134766,1.3485218,0.057886,1,1,Simbad,NED,38.2663,0.6451
rf0373,0,0,0.05009973,7.81122684,0.0193565,0.020123,1,1,Simbad,NED,38.2682,0.6937
rf0374,0,0,0.16486678,7.53716755,0.16463936,0.16196001,1,1,Simbad,NED,38.2691,0.9312
rf0697,,,0.03992646,7.6970644,0.30238834,0.1059,1,1,Simbad,NED,38.313,0.3892
rf0375,0,0,0.78790265,9.6854248,1.09451641,0.077457,1,2,Simbad,NED,38.3815,1.14
rf0698,,,0.00486698,8.17121601,2.11560511,2.08360004,1,0,Simbad,NED,38.3857,-0.0759
rf0699,,,0.00424487,7.81804466,0.07835328,0.076538,1,1,Simbad,NED,38.4239,1.1144
rf0376,0,0,0.01977995,8.67015839,0.08615279,0.084547,1,2,Simbad,NED,38.4635,1.0809
rf0377,0,0,0.0815728,10.20825386,0.07835328,0.078042,1,2,Simbad,NED,38.4651,1.1372
rf0378,0,0,0.55757236,7.94974947,0.35633898,0.26106,1,2,Simbad,NED,38.4845,0.924
rf0700,3,2,0.04994157,7.2202754,0.77606019,0.57607001,1,1,Simbad,NED,38.5505,-0.2047
rf0379,3,1,0.16449973,7.14885998,1.08431994,0.34812999,1,2,Simbad,NED,38.671,0.8115
rf0701,0,0,0.05692299,8.41335773,0.39895521,0.036197,1,1,Simbad,NED,38.8937,0.6646
rf0702,,,0.09225811,8.09132957,1.08431994,0.034452,1,1,Simbad,NED,38.9049,0.683
rf0380,3,1,0.62081975,8.52707672,0.39895521,0.3222,1,2,Simbad,NED,39.0984,0.7087
rf0381,0,0,0.16474627,8.08358192,1.64674234,0.79874998,1,1,Simbad,NED,39.3792,-1.1245
rf0703,,,0.03873401,7.81552553,1.15229255,0.97609001,1,1,Simbad,NED,39.6677,0.5604
rf0704,,,0.03271301,6.77818871,1.64674234,0.78693002,0,0,Simbad,NED,39.6711,-0.7562
rf0382,0,0,0.01931853,9.92627048,1.65189299,0.86748999,0,2,Simbad,NED,39.6992,1.2226
rf0383,0,0,0.05711607,9.04025936,2.42206934,0.91979003,0,2,Simbad,NED,39.7941,1.1434
rf0384,,,0.28525937,7.16502762,0.15525317,0.15465,1,2,Simbad,NED,40.2004,1.1048
rf0705,,,0.17013794,7.80114651,0.01718787,0.016782,1,1,Simbad,NED,40.2851,1.1255
rf0706,,,0.04405139,9.43637085,0.01718787,0.017038,1,2,Simbad,NED,40.2915,1.1181
rf0707,0,0,0.04409669,8.76646042,1.37665382,0.66801,1,1,Simbad,NED,40.3409,0.0582
rf0385,0,0,0.33043242,8.19654846,1.86721409,0.38354,1,2,Simbad,NED,40.3956,1.2349
rf0386,,,0.18996425,8.89307785,0.85350303,0.64622003,1,2,Simbad,NED,40.5569,0.3828
rf0387,0,0,0.10945383,7.80891466,1.3625658,0.61962998,1,2,Simbad,NED,40.5602,0.8779
rf0708,,,0.02464431,7.4548955,1.85893422,0.74400997,1,1,Simbad,NED,40.9159,0.6674
rf0388,0,0,0.14497963,9.05096722,1.37665382,0.29969999,1,2,Simbad,NED,41.0063,0.1764
rf0389,0,0,0.02333923,9.20445251,0.85350303,0.29238001,1,2,Simbad,NED,41.0684,0.3416
rf0709,,,0.02477703,7.14578819,0.60944518,0.28847,1,0,Simbad,NED,41.3186,-0.1345
rf0390,,,0.23480955,7.94544983,0.85485878,0.29198,1,2,Simbad,NED,41.4483,-0.2407
rf0391,0,0,0.0834436,7.78374243,0.60944518,0.40728,1,2,Simbad,NED,41.5196,-0.0129
rf0392,0,0,0.06172921,8.3697958,0.64678005,0.4691,1,1,Simbad,NED,41.5948,-1.1715
rf0393,0,0,0.10360973,7.5700798,0.03140853,0.031077,0,1,Simbad,NED,41.7205,-0.4542
rf0710,,,0.02419729,7.47374582,0.03140853,0.030485,0,0,Simbad,NED,41.7272,-0.4363
rf0711,,,0.10164331,8.57046318,0.1787149,0.18071,1,2,Simbad,NED,41.8084,-0.8499
rf0394,0,0,2.24617648,9.40238285,0.02784262,0.027424,1,2,Simbad,NED,41.8661,-0.2851
rf0395,1,1,0.33131814,8.77834988,0.02784262,0.028106,1,2,Simbad,NED,41.8686,-0.268
rf0712,,,0.02318476,8.10684872,0.41069385,0.28935,1,0,Simbad,NED,41.8731,-0.5374
rf0713,3,1,0.33239079,7.35526466,0.64678005,0.46678001,0,2,Simbad,NED,41.8834,-1.2464
rf0714,,,0.10058155,7.64187193,0.1787149,0.1802,1,1,Simbad,NED,41.9095,-0.8543
rf0715,,,0.01699065,7.91466236,0.14992508,0.15033001,1,0,Simbad,NED,42.0703,-0.2863
rf0716,1,1,0.16690888,8.51561737,0.10046876,0.10172,1,2,Simbad,NED,42.1436,-0.993
rf0396,3,1,0.7171697,9.42997265,0.14992508,0.14855,1,2,Simbad,NED,42.1612,-0.2712
rf0717,,,0.00959373,8.1838131,0.0560719,0.055615,1,0,Simbad,NED,42.2002,-0.9831
rf0397,2,1,0.68567961,9.18719578,0.76934716,0.3096,1,2,Simbad,NED,42.2118,-0.7673
rf0398,0,0,0.30145794,8.52312469,0.0560719,0.054558,1,2,Simbad,NED,42.228,-0.9667
rf0718,,,0.01777766,8.09280682,0.48797814,0.1691,1,0,Simbad,NED,42.3117,-1.2079
rf0719,,,2.22110772,9.26759815,0.07013977,0.071163,1,2,Simbad,NED,42.3665,-0.873
rf0720,,,0.3635999,8.5524559,0.10831961,0.10964,1,2,Simbad,NED,42.3874,-0.7843
rf0399,0,0,0.56461382,8.04826164,0.4001647,0.19644,1,2,Simbad,NED,42.3975,-0.7234
rf0721,,,0.00589694,7.83379459,0.8799192,0.16057999,1,0,Simbad,NED,42.4029,-1.175
rf0722,,,0.00267307,7.85175037,0.02991741,0.030586,1,0,Simbad,NED,42.4037,-0.859
rf0723,,,0.0614911,8.56469727,0.02991741,0.030279,1,2,Simbad,NED,42.4072,-0.8424
rf0400,3,1,1.11978316,8.6228056,0.4001647,0.33162001,1,2,Simbad,NED,42.4207,-0.5232
rf0724,,,0.39035678,8.32161617,0.42524011,0.26732001,1,2,Simbad,NED,42.4734,-1.0034
rf0401,0,0,0.1010227,7.32580948,0.45656778,0.19593,1,2,Simbad,NED,42.5032,-1.2486
rf0402,,,0.27250582,9.65845299,0.24160197,0.23597001,1,2,Simbad,NED,42.542,-0.8671
rf0403,3,2,0.21468562,9.10414124,0.45656778,0.36205,0,2,Simbad,NED,42.5476,-0.999
rf0725,,,0.0324332,8.01382446,0.67783146,0.26153001,0,0,Simbad,NED,42.5826,-0.7263
rf0726,,,0.00364344,7.98919678,0.64987935,0.38021001,1,0,Simbad,NED,42.6078,-1.2498
rf0728,,,0.02501979,8.09841824,0.67783146,0.29409,1,0,Simbad,NED,42.6992,-0.6117
rf0729,,,0.01619745,8.33667469,0.02123839,0.022263,1,0,Simbad,NED,42.8031,-0.9653
rf0404,,,0.04150339,9.93026924,0.20899173,0.20556,1,2,Simbad,NED,42.8055,-0.8449
rf0730,0,0,0.04953592,8.5838232,0.02123839,0.023042,1,2,Simbad,NED,42.8125,-0.9732
rf0405,1,2,0.23046283,9.6951561,0.23310404,0.23453,1,2,Simbad,NED,42.8963,-0.7336
rf0731,,,0.04545233,7.99681044,0.95147078,0.27844,1,0,Simbad,NED,42.9426,-1.1528
rf0406,0,0,0.03063333,9.30534554,0.53502196,0.24268,1,2,Simbad,NED,42.9776,-0.98
rf0407,0,0,0.15077524,9.92838097,0.16704118,0.16614,1,2,Simbad,NED,42.9838,-0.8363
rf0408,,,0.01264703,8.10808945,0.97135592,0.27778,1,1,Simbad,NED,42.999,-1.1746
rf0732,0,0,0.01025297,7.57674456,0.16704118,0.16686,1,1,Simbad,NED,43.0798,-0.8481
rf0733,0,0,0.00473547,8.20454979,0.10705554,0.090869,1,1,Simbad,NED,43.1488,-1.2323
rf0409,0,0,0.01955838,8.21156883,0.10705554,0.086267,1,2,Simbad,NED,43.1562,-1.169
rf0410,,,0.00961113,8.47319317,0.03432663,0.034455,1,1,Simbad,NED,43.1976,-1.2004
rf0734,,,0.02231158,9.14829636,0.03432663,0.034721,1,2,Simbad,NED,43.201,-1.2193
rf0736,1,1,0.0064415,7.88511086,0.12959077,0.12882,1,1,Simbad,NED,43.2226,-0.8637
rf0737,,,0.01084287,8.14788532,0.14065719,0.14264999,1,1,Simbad,NED,43.251,-1.1428
rf0738,0,0,0.00518564,8.91460419,0.12959077,0.13188,1,1,Simbad,NED,43.2988,-0.8564
rf0411,0,0,0.02670417,9.01161957,1.00814297,0.13988,1,2,Simbad,NED,43.3326,-1.1332
rf0739,0,0,0.04432162,7.56812286,1.3964325,0.29525,0,1,Simbad,NED,43.4669,-0.2885
rf0740,,,0.02414697,7.64383602,0.49633861,0.25075999,1,1,Simbad,NED,43.5222,0.0068
rf0412,0,0,0.01633783,8.51568222,0.02015794,0.020256,1,2,Simbad,NED,43.5931,-0.4225
rf0413,0,0,0.05064016,7.95916176,0.02015794,0.020083,1,1,Simbad,NED,43.5948,-0.4106
rf0414,,,0.14478524,8.39747238,2.14625195,0.77999997,1,1,Simbad,NED,43.609,-0.6895
rf0741,,,0.11937083,7.77932739,0.49633861,0.24901,1,1,Simbad,NED,43.7312,0.1107
rf0742,,,0.74489444,8.57130337,1.3566198,0.32495001,1,1,Simbad,NED,43.7635,-1.1892
rf0743,,,0.01976631,7.66706085,1.89238082,0.33425,1,0,Simbad,NED,43.8508,-1.0271
rf0415,0,0,0.14243805,8.06110573,0.1769444,0.17688,1,2,Simbad,NED,43.9538,1.0793
rf0416,,,0.03035404,7.99109268,0.1769444,0.17725,1,1,Simbad,NED,43.9659,1.2194
rf0417,,,1.28716731,8.18765545,2.6551874,2.28600001,1,2,Simbad,NED,44.1133,0.8758
rf0418,3,1,0.39850515,7.70922756,2.2244343,0.77972001,1,2,Simbad,NED,44.2991,-0.223
rf0744,2,1,0.02993398,6.70611811,2.2244343,1.00769997,1,1,Simbad,NED,44.328,-1.1921
rf0419,1,2,0.10797255,8.63569355,0.13846242,0.13817,0,1,Simbad,NED,330.4587,-0.7073
rf0745,1,1,0.05212721,6.99999571,0.13846242,0.13747001,0,1,Simbad,NED,330.534,-0.6365
rf0420,0,0,0.01145819,7.59489441,0.48450171,0.29923001,1,1,Simbad,NED,331.0365,-0.9255
rf0421,0,0,0.00704495,8.44741058,0.11367129,0.11342,1,1,Simbad,NED,331.233,-0.5975
rf0422,1,2,0.02943895,7.47531891,0.16578681,0.1619,1,1,Simbad,NED,331.2446,-0.4643
rf0746,,,0.03160643,6.70727921,0.88681006,0.30274001,0,0,Simbad,NED,331.2507,-1.0353
rf0423,0,0,0.20030053,9.62844372,0.11367129,0.11293,1,2,Simbad,NED,331.3095,-0.6481
rf0424,0,0,0.1415112,7.66620445,0.18012698,0.18707,1,2,Simbad,NED,331.4258,-0.5612
rf0747,,,0.01064957,7.63477421,2.40748699,0.50483,1,0,Simbad,NED,331.5382,-0.1185
rf0748,,,0.15092134,9.01721191,1.74312288,0.93138999,1,2,Simbad,NED,332.1437,0.5117
rf0749,,,0.01374577,8.27114105,1.40843048,1.25709999,1,0,Simbad,NED,332.3193,-0.994
rf0425,0,0,0.36529732,7.89492893,1.40843048,1.26199996,0,2,Simbad,NED,332.9971,-0.2531
rf0750,,,0.04779347,8.32159233,0.01770722,0.018403,1,1,Simbad,NED,333.1577,0.5113
rf0751,,,0.04024599,6.83672428,0.01770722,0.018926,0,1,Simbad,NED,333.1705,0.5012
rf0752,,,0.01202092,7.25982809,0.08149555,0.080245,1,0,Simbad,NED,334.1083,-0.6682
rf0426,0,0,0.04011214,7.89946842,0.08149555,0.080871,1,1,Simbad,NED,334.1452,-0.7221
rf0427,3,1,0.29330474,8.02507973,0.85156444,0.83108002,1,2,Simbad,NED,334.7204,-1.0587
rf0753,,,0.02908847,7.93960094,0.53575354,0.18143,1,0,Simbad,NED,336.2829,-0.7683
rf0428,0,0,0.20153855,8.03749943,0.53575354,0.18014,0,2,Simbad,NED,336.3205,-0.9093
rf0429,2,1,0.07170501,7.08424377,1.16992374,0.87480998,1,2,Simbad,NED,336.9758,-1.149
rf0430,3,1,0.09815307,7.22303677,3.62234503,1.36210001,1,2,Simbad,NED,337.1224,0.2772
rf0755,,,0.01478474,7.14094114,3.38111694,1.55910003,1,1,Simbad,NED,337.1261,0.6923
rf0756,,,0.02059371,7.45850372,9.96465066,14.5909996,0,0,Simbad,NED,337.2773,-0.1797
rf0757,,,0.05460553,7.32411385,0.6771145,0.67093998,0,1,Simbad,NED,337.9039,0.2148
rf0758,,,0.26588023,7.71022511,0.6771145,0.64735001,1,2,Simbad,NED,338.0527,0.5576
rf0759,,,0.35049218,8.08902168,0.87668848,0.65107,1,2,Simbad,NED,338.3633,0.7387
rf0760,,,0.01322895,7.4268136,1.10568794,1.0575,1,0,Simbad,NED,338.4278,-0.6736
rf0431,0,0,0.06794339,7.70379162,0.45952106,0.44338,0,1,Simbad,NED,338.4574,0.483
rf0432,1,1,0.3378258,7.91597128,0.45952106,0.44416001,0,2,Simbad,NED,338.6531,0.1736
rf0433,3,1,0.30985135,7.54275322,1.08465762,1.08229995,1,2,Simbad,NED,339.3469,-1.0252
rf0434,3,1,0.1827509,7.6478591,1.08465762,1.08340001,1,2,Simbad,NED,340.2012,-1.1536
rf0435,2,1,1.06107938,9.93951893,1.26974882,0.15006,1,2,Simbad,NED,341.1019,-0.162
rf0436,0,0,0.01013302,8.02123737,2.77762492,0.15843,1,1,Simbad,NED,341.1951,-0.087
rf0437,0,0,0.03419141,8.06735802,1.54183034,0.93888998,1,1,Simbad,NED,341.5177,0.9373
rf0438,0,0,0.51705283,7.97972679,0.9070547,0.37492999,1,2,Simbad,NED,341.7681,-0.0737
rf0439,0,0,0.15186915,7.78130913,0.9070547,0.27992001,1,1,Simbad,NED,341.9144,0.3211
rf0440,2,2,0.06845046,7.77206945,1.26974882,0.28933999,1,2,Simbad,NED,342.0138,0.1147
rf0441,3,1,0.08110145,7.4302702,1.42612013,0.49653,0,2,Simbad,NED,342.3948,0.1747
rf0443,0,0,0.04904711,8.0017643,1.50303427,0.80835003,1,1,Simbad,NED,342.4476,1.025
rf0444,0,0,0.46233794,9.71615791,0.06593909,0.112,0,2,Simbad,NED,343.0943,1.0925
rf0445,0,0,0.00443324,8.51383591,0.07021995,0.071789,1,1,Simbad,NED,343.1821,1.0792
rf0446,0,0,0.12667705,9.57498169,0.06404237,0.06232,1,2,Simbad,NED,343.1946,1.1328
rf0447,3,1,0.48129016,9.56772614,0.08829444,0.084864,1,2,Simbad,NED,343.2052,1.2013
rf0448,4,1,0.49413803,8.52152729,0.03183286,0.033138,1,2,Simbad,NED,343.2438,1.1431
rf0449,1,2,0.05936398,8.49502468,1.3018391,1.11109996,1,2,Simbad,NED,343.2633,0.0445
rf0450,0,0,0.03706318,9.48418713,0.03183286,0.032399,1,2,Simbad,NED,343.2688,1.1446
rf0451,,,0.02416288,7.85014868,0.54696375,0.55309999,1,1,Simbad,NED,343.6207,0.8992
rf0452,0,0,0.08253388,7.81009436,1.02530536,0.99501997,1,1,Simbad,NED,344.3385,1.1971
rf0453,3,2,0.15747128,8.0625,0.7085999,0.34915999,0,1,Simbad,NED,344.5188,-0.4619
rf0454,0,0,0.05637962,8.05682373,0.7085999,0.35214999,1,1,Simbad,NED,344.7634,-0.3294
rf0455,0,0,0.11217988,8.55079556,1.0567988,0.82959998,1,2,Simbad,NED,346.0173,0.7807
rf0456,0,0,0.04556156,7.92704725,1.77916332,1.30449998,1,1,Simbad,NED,346.4816,-0.5397
rf0457,,,0.00792075,8.18457508,10.17927991,7.12090015,1,0,Simbad,NED,346.616,-0.017
rf0458,0,0,0.10638114,8.17023468,0.04619031,0.046588,1,2,Simbad,NED,346.6498,0.6118
rf0459,0,0,0.10070265,7.7173624,0.04619031,0.04595,1,1,Simbad,NED,346.663,0.5783
rf0460,2,1,0.04510265,8.96681213,2.03392738,1.03059995,1,2,Simbad,NED,347.3241,0.0641
rf0461,0,0,0.19492005,8.47244072,2.64713626,0.51280999,0,2,Simbad,NED,347.3457,1.0013
rf0761,,,0.04297902,8.28316402,1.67636294,0.47861999,1,1,Simbad,NED,347.7663,0.9049
rf0462,0,0,0.06171336,7.88673162,0.08852396,0.088976,1,1,Simbad,NED,348.581,0.1826
rf0463,0,0,0.95276415,8.64858818,0.08852396,0.090302,1,2,Simbad,NED,348.6383,0.2361
rf0464,4,1,0.11912363,8.18812084,2.12277121,2.12179995,1,1,Simbad,NED,350.1467,-0.8806
rf0465,0,0,0.06668434,8.15271282,0.14864265,0.14962,1,1,Simbad,NED,351.0871,0.9966
rf0466,1,1,0.48116869,7.95375395,0.14864265,0.14745,0,2,Simbad,NED,351.1861,1.0302
rf0762,,,0.02979495,7.86315918,3.08361263,2.3835001,1,1,Simbad,NED,351.3519,0.7701
rf0763,,,0.06973306,8.07551861,5.46535903,4.70100021,1,0,Simbad,NED,351.8772,-0.8539
rf0467,0,0,0.0185431,8.2849617,2.27928776,0.14787,1,1,Simbad,NED,352.4664,0.1466
rf0764,,,0.01824466,8.35406876,0.22007526,0.13764,1,1,Simbad,NED,352.4733,0.2513
rf0468,0,0,0.4137218,8.13933659,0.04600504,0.047498,1,2,Simbad,NED,352.607,0.1568
rf0469,0,0,0.16468948,9.69009209,0.07415254,0.072961,1,2,Simbad,NED,352.6336,0.0812
rf0470,0,0,0.00981059,8.43263435,0.01223812,0.011736,1,1,Simbad,NED,352.6388,0.1439
rf0471,0,0,0.03270576,8.08354378,0.01223812,0.011641,1,1,Simbad,NED,352.6427,0.1357
rf0472,0,0,0.10287631,7.77595806,0.0845362,0.088701,1,1,Simbad,NED,352.6962,0.0865
rf0473,0,0,0.02567352,8.68061066,1.66720986,0.24958,1,2,Simbad,NED,352.8468,-0.0306
rf0474,0,0,0.24173552,8.4294405,0.09952115,0.098722,1,1,Simbad,NED,352.9992,-0.8051
rf0475,0,0,0.05790384,7.7059145,1.59179666,0.60124999,1,2,Simbad,NED,353.0249,1.1187
rf0476,0,0,0.06764951,7.49950647,0.08170694,0.082173,1,1,Simbad,NED,353.0715,-0.7978
rf0477,0,0,0.24700381,8.36784744,0.08170694,0.081378,1,2,Simbad,NED,353.1055,-0.8468
rf0478,0,0,0.07287827,7.71028709,0.04079718,0.041066,1,1,Simbad,NED,353.1492,-0.7372
rf0479,0,0,0.06279328,8.53054428,0.04079718,0.041477,1,1,Simbad,NED,353.1715,-0.757
rf0480,1,1,0.14026873,8.0793438,1.17413056,0.61291999,1,2,Simbad,NED,353.2473,0.722
rf0481,3,1,0.53168714,8.16422844,1.35029271,1.19850004,0,2,Simbad,NED,353.8081,0.0417
rf0765,,,0.09187601,7.6439476,4.4128632,1.71710002,1,1,Simbad,NED,353.8313,1.1914
rf0482,2,1,0.23832689,7.64007711,3.19586149,1.92470002,0,2,Simbad,NED,353.9855,0.7042
rf0483,,,0.01853407,7.62650299,0.12327367,0.12729,1,1,Simbad,NED,354.7734,0.5541
rf0484,0,0,0.03566819,9.61202812,0.12327367,0.12314,1,2,Simbad,NED,354.7861,0.4634
rf0767,,,0.06137913,7.48087931,0.19494881,0.19648001,1,2,Simbad,NED,354.8147,-0.0549
rf0768,,,0.05027761,9.94726276,0.19494881,0.19622999,1,1,Simbad,NED,354.922,-0.0344
rf0769,,,0.00939515,7.77745056,0.98016287,0.43334001,1,1,Simbad,NED,354.927,0.8324
rf0770,,,0.41081035,7.73304749,1.21932856,0.24695,1,2,Simbad,NED,355.022,-0.6277
rf0771,,,0.68513471,8.0446434,1.25044585,0.24377,1,2,Simbad,NED,355.1362,-0.5508
rf0772,,,0.0584881,7.75404453,0.03713496,0.037621,1,0,Simbad,NED,355.1601,-0.8917
rf0485,4,1,0.12175558,7.25979137,0.03713496,0.037924,1,2,Simbad,NED,355.1852,-0.8877
rf0486,2,1,0.04777973,7.42607975,0.98016287,0.61646003,1,2,Simbad,NED,355.2685,1.1342
rf0773,,,0.02112345,8.17340374,2.27737353,0.44181001,1,0,Simbad,NED,355.3265,-0.6124
rf0774,,,0.03059018,7.76981306,0.12386289,0.12179,1,1,Simbad,NED,355.5383,0.285
rf0487,0,0,0.08277819,8.09712791,0.12386289,0.12392,0,1,Simbad,NED,355.5484,0.3578
rf0488,0,0,0.22297283,8.01852036,0.12745809,0.12545,1,2,Simbad,NED,355.6084,0.2561
rf0489,0,0,0.08560245,7.71874475,0.46340738,0.36184999,1,1,Simbad,NED,355.7882,0.3635
rf0490,0,0,0.04635059,10.29316807,0.29825576,0.27755001,1,2,Simbad,NED,355.9831,0.2181
rf0491,3,1,0.77571714,9.4183588,0.46340738,0.17095,1,2,Simbad,NED,356.0085,0.517
rf0492,0,0,0.01874267,9.9810524,0.22056032,0.16313,1,2,Simbad,NED,356.073,0.4418
rf0493,3,1,0.40158859,8.24239063,0.29825576,0.17608,1,2,Simbad,NED,356.0925,0.0965
rf0494,0,0,0.10216491,9.90280151,0.22056032,0.22355001,1,2,Simbad,NED,356.1254,0.3206
